age, income, credit_score, loan_amount, loan_term, employment_years, debt_to_income     , existing_loans, savings_balance, will_default, suggested_interest_rate
 67, 30402 ,          716,       20161,        60,                1, 0.5828290330772621 ,              0,           15158,            1,     19.76859759253887
 28, 39435 ,          442,        9158,        48,                0, 0.26172436015523454,              0,            1318,            1,     20.623462530115518
 48, 35793 ,          536,       32663,        12,                1, 0.7787027019369748 ,              4,           10429,            1,     21.968349851138306
 45, 57844 ,          586,       90381,        36,                5, 0.5621232684410759 ,              0,           31911,            1,     14.430991621900862
 61, 16974 ,          576,       11733,        48,                2, 0.23803710517127416,              1,           34232,            1,     13.247621312300568
 23, 61850 ,          686,       37001,        36,                5, 0.6253431704297236 ,              2,            1763,            1,     20.45596833995686
 58, 47655 ,          681,       44128,        24,                3, 0.2215998722453359 ,              2,           14258,            1,     18.498623547584224
 33, 64666 ,          749,       54630,        24,                3, 0.1443694274096559 ,              1,           18749,            1,     23.383916700963503
 21, 35521 ,          590,       14329,        12,                1, 0.46928737730208403,              0,           21978,            1,     18.932458306700962
 52, 31972 ,          468,       58105,        12,                3, 0.4874667679136431 ,              1,            3910,            1,     17.78267585742826
 65, 41866 ,          742,       68436,        12,                0, 0.23227590231211903,              4,            3148,            1,     18.344361462803224
 43, 41387 ,          483,       95348,        24,                2, 0.3438652610045113 ,              1,             490,            1,     22.17018233839141
 29, 66126 ,          344,       97635,        48,                4, 0.7620385069750879 ,              2,            5099,            1,     12.237967588198247
 28, 65936 ,          567,       74579,        60,                1, 0.29950226246124295,              3,            1323,            1,     23.936748765544614
 54, 88100 ,          775,       19242,        12,                1, 0.2088976425357581 ,              4,           15429,            1,     21.284457552224648
 42, 40090 ,          552,       96814,        60,                1, 0.7947933710658178 ,              0,            1542,            1,     23.508766624561396
 35, -16951,          695,       32133,        60,                0, 0.3116138754663268 ,              1,           17087,            0,      8.726157216487612
 36, 41811 ,          588,       29740,        24,                2, 0.5761775712022551 ,              4,            1138,            1,     14.938047941800573
 40, 54613 ,          511,       35976,        48,               19, 0.2620921270074865 ,              2,            6551,            1,     19.51843031129295
 55, 64290 ,          320,       45067,        24,                2, 0.48508483789047263,              0,            4855,            1,     18.318568438806917
 35, 56072 ,          615,       16231,        12,                3, 0.37039739062673094,              1,            9201,            1,     18.989048379971194
 43, 40074 ,          737,       71105,        24,                5, 0.773105482811432  ,              1,            7314,            1,     12.6147593693068
 23, 84283 ,          722,        8328,        24,                5, 0.40296411218534145,              0,            9128,            1,     23.881815121956564
 21, 29325 ,          532,       30261,        24,               14, 0.508921928927207  ,              3,               9,            1,     24.410894372699847
 61, 44507 ,          422,       30262,        12,                9, 0.761336386130103  ,              3,            1363,            1,     20.906616052229523
 68, 28401 ,          513,        8280,        12,                7, 0.7924640099565686 ,              4,            7279,            1,     15.35760931635385
 46, 50391 ,          339,       89683,        24,               15, 0.17116085480349758,              1,            2609,            1,     22.233683556881594
 51, 81780 ,          631,       36742,        24,                1, 0.6840244984296723 ,              4,             793,            1,     21.501004285972698
 34, 47181 ,          481,        8590,        60,                4, 0.3674815459310742 ,              0,            2455,            1,     19.469673862812748
 60, 47304 ,          564,       55226,        48,               10, 0.516380094343929  ,              4,           15134,            1,     14.213113456169088
 60, 16080 ,          832,       92542,        60,                4, 0.3625336552686719 ,              1,            7802,            1,     14.615325728188907
 33, 44260 ,          731,       18570,        48,               18, 0.3807813439583546 ,              3,            2108,            1,     19.662264152563168
 19, 73009 ,          495,       94443,        48,                0, 0.2112002751895781 ,              3,             161,            1,     13.674722326847915
 51, 44995 ,          808,       14533,        24,                2, 0.5009365208995061 ,              0,            4425,            1,     21.411085398200207
 25, 43644 ,          746,       87283,        60,               18, 0.4827011621613073 ,              2,            4423,            1,     14.763801081105063
 30, 72114 ,          827,       18366,        48,                2, 0.23254905197687992,              4,           13284,            1,     23.83623756111747
 59, 43728 ,          501,       81368,        48,                6, 0.47921130053375904,              0,           25187,            1,     23.696426733350624
 25, 75841 ,          432,       33325,        12,                0, 0.7811713178417603 ,              3,            4652,            1,     15.816850218291558
 47, 24307 ,          438,       39798,        48,                5, 0.6000860170976529 ,              1,           11651,            1,     13.084028998082449
 49, 63557 ,          792,       44453,        24,               13, 0.4366877917083464 ,              1,           10075,            1,     19.94840545478061
 53, 82926 ,          369,       27849,        36,                2, 0.7412587899069627 ,              2,            5483,            1,     17.829388161387552
 64, 70157 ,          314,       60943,        12,                0, 0.5027200495537141 ,              2,             681,            1,     13.868215679251273
 47, 12654 ,          511,       11157,        36,                0, 0.19453359910946239,              3,            6414,            1,     18.909259154885945
 18, 37233 ,          359,       35178,        24,               11, 0.48325675346871955,              2,            4371,            1,     24.905415157583313
 60, 45160 ,          551,       87537,        36,                6, 0.22668118075610746,              2,            7989,            1,     12.89677789688036
 56, 70199 ,          745,       34030,        48,                0, 0.637253387123372  ,              1,            1339,            1,     15.43064001502565
 34, 23367 ,          301,       56134,        36,                0, 0.7770219500062958 ,              4,           12882,            1,     19.0019857054415
 37, 29621 ,          635,       70729,        60,                8, 0.3525730091803312 ,              1,           15499,            1,     22.313696673262953
 41, 17896 ,          318,       13164,        24,                8, 0.40444251608763615,              1,            4917,            1,     12.24389455990112
 67, 33483 ,          377,       91378,        60,                0, 0.39504752678704114,              3,            1927,            1,     21.525880089055832
 39, 24967 ,          771,        6119,        36,                1, 0.29970998305641733,              3,            9770,            1,     13.818486058513413
 46, 81958 ,          327,       18351,        60,                7, 0.6559259754150418 ,              4,           31193,            1,     22.798833201165472
 39, 37052 ,          464,       61063,        12,                3, 0.5324098329228972 ,              0,           12056,            1,     20.998288453126904
 61, 63818 ,          757,       77076,        36,               15, 0.14483608979959173,              2,            1317,            1,     17.934647653877537
 26, 50359 ,          475,       50162,        60,                3, 0.6871644345161949 ,              2,            5062,            1,     22.680582569927594
 54, 50079 ,          328,       36760,        48,                5, 0.23096176180724512,              1,           24694,            1,     21.529632896748666
 27, 38171 ,          578,       54678,        36,                3, 0.7854058131963848 ,              1,           10062,            1,     21.869392013391888
 53, 65400 ,          582,       97064,        12,               14, 0.3636641973017961 ,              4,            1591,            1,     15.770958592635338
 54, 53086 ,          778,       94074,        48,                2, 0.5315147530052267 ,              2,           12895,            1,     20.052445077195834
 45, 51934 ,          818,       52628,        36,                1, 0.1544765332272213 ,              1,            4362,            1,     13.834378683837524
 45, 38131 ,          604,       96894,        48,                1, 0.34126429228184973,              1,            6724,            1,     22.671189913023284
 59, 41404 ,          408,       45739,        36,                9, 0.661647770152547  ,              3,            5362,            1,     18.8476475727882
 60, 61778 ,          623,       34738,        36,                3, 0.43404594436728094,              0,           12935,            1,     22.723487429608397
 38, 54601 ,          505,       51921,        24,                2, 0.733222438480816  ,              4,            2457,            1,     14.745039458100662
 41, 52469 ,          533,       66068,        60,                3, 0.5025969087355651 ,              0,            4916,            1,     13.694439672330205
 59, 34919 ,          757,       28581,        36,                0, 0.7500005367770235 ,              0,           13647,            1,     20.956594002104595
 57, 88882 ,          486,       26485,        12,                0, 0.7878269349087893 ,              4,           12200,            1,     12.759167845802374
 19, 40405 ,          781,       97701,        60,                1, 0.41772619166279323,              2,            2253,            1,     15.171817292155083
 25, 49394 ,          706,       41294,        24,                4, 0.4956096008044657 ,              1,            4318,            1,     23.813277415726397
 65, 46259 ,          808,       58001,        60,                6, 0.6844444502758888 ,              4,             144,            1,     13.725853592836488
 44, 89094 ,          819,        6634,        60,                8, 0.2550731038750691 ,              1,            7553,            1,     16.882226558765616
 39, 44183 ,          352,       48969,        36,               13, 0.7031407016467768 ,              3,            3298,            1,     24.29257766568008
 54, 42353 ,          697,        5093,        12,                2, 0.5143440982640888 ,              0,             119,            1,     12.260041806882743
 44, 52366 ,          498,       33370,        36,                6, 0.6078500947691678 ,              3,            5528,            1,     17.789096474855857
 46, 36129 ,          690,       24750,        12,                0, 0.15589781586441165,              0,           26155,            1,     22.223969880967438
 20, 52231 ,          797,       21472,        12,                0, 0.6363313784173825 ,              2,           25691,            1,     23.816745270355604
 61, 97432 ,          471,       23934,        48,                0, 0.31755083320156097,              4,            4653,            1,     21.562499920443454
 30, 55993 ,          385,       48774,        36,                2, 0.6636625937948895 ,              2,            5963,            1,     23.549092530611865
 62, 55264 ,          485,       93057,        24,                1, 0.4564067768118949 ,              0,            2779,            1,     12.44678702127265
 27, 35641 ,          455,       44125,        60,                1, 0.2922300343709432 ,              3,             707,            1,     13.298390330921798
 53, 84184 ,          792,       71981,        48,                5, 0.7669317879151579 ,              0,           11839,            1,     21.590445537569224
 26, 88780 ,          820,       91541,        24,                2, 0.6355436783980495 ,              2,           16097,            1,     21.79326727924191
 44, 67053 ,          429,       44103,        36,                4, 0.7899802517115528 ,              2,           21211,            1,     19.868528780778746
 51, 63076 ,          380,       88750,        12,                2, 0.35512892888854264,              3,           27377,            1,     21.493594537933383
 68, 45304 ,          683,       65085,        36,                0, 0.5544537434791471 ,              3,           24765,            1,     23.15469056454426
 18, 57826 ,          594,       93705,        36,                0, 0.5281120745046087 ,              2,             277,            1,     19.09127263183218
 49, 33296 ,          568,       61543,        48,                1, 0.5812897187481622 ,              0,           38210,            1,     24.315216699863996
 42, 27477 ,          834,       21938,        24,                0, 0.12682159622893158,              0,            4772,            1,     21.02508945700002
 46, 20252 ,          677,       82492,        48,                4, 0.3042035267141619 ,              4,           21725,            1,     18.135767108150276
 24, 58213 ,          675,       56586,        24,                7, 0.7365363016535651 ,              2,            5811,            1,     17.47973560840433
 66, 22432 ,          387,       63024,        48,                2, 0.3966740384105588 ,              4,            5485,            1,     21.7521683422985
 20, 40007 ,          410,       44687,        60,                2, 0.7724505753570831 ,              2,             112,            1,     20.196099829188068
 37, 48775 ,          453,       76129,        12,                8, 0.24945222085148305,              4,             538,            1,     22.626763789702444
 37, 69905 ,          762,       31207,        12,                1, 0.7981967814367625 ,              1,           11125,            1,     22.15282141434561
 47, 38435 ,          455,       54354,        12,                0, 0.5883066362716727 ,              0,           27748,            1,     18.81463504482211
 52, 72265 ,          617,       42310,        60,                3, 0.6434753968465415 ,              0,            2541,            1,     24.294123273834487
 52, 68783 ,          537,       53960,        60,                5, 0.37780282054177505,              1,             986,            1,     21.155344473519627
 66, 28573 ,          633,       66262,        12,                4, 0.7349056848824346 ,              3,            2406,            1,     14.61091464037471
 56, 72456 ,          405,       18403,        12,                6, 0.4818240306710355 ,              1,            2386,            1,     20.040333256755417
 44, 44328 ,          781,       18065,        24,                0, 0.5766568661572445 ,              0,            3469,            1,     14.623569726388027
 43, 40020 ,          681,       94930,        24,                2, 0.16636578993540022,              2,             995,            1,     19.265040837595343
 31, 44412 ,          560,       31801,        36,                1, 0.5421764906250255 ,              4,            2685,            1,     22.269147879819158
 34, 49929 ,          592,       34230,        48,                7, 0.7153552917835097 ,              0,           25417,            1,     22.562569449709848
 35, 41699 ,          634,       77706,        24,               10, 0.22479825975119166,              1,           22092,            1,     20.460725236390953
 62, 33206 ,          775,       88942,        24,                1, 0.6164081542443922 ,              2,            3802,            1,     22.18298023548474
 69, 34974 ,          524,       95214,        24,                0, 0.11778053129625819,              0,           57742,            1,     18.139063400484876
 46, 52778 ,          753,       34968,        24,                1, 0.7483421115937633 ,              1,            3543,            1,     19.158525985940713
 37, 46790 ,          595,       47517,        60,                0, 0.7880419812218304 ,              0,           12795,            1,     23.434890732749047
 44, 60546 ,          762,       58239,        36,                1, 0.3479260467586661 ,              1,           10328,            1,     18.410048454181208
 35, 51047 ,          513,       37655,        24,                3, 0.17495169480073441,              1,             667,            1,     16.562078152321355
 21, 51540 ,          457,       97623,        48,               18, 0.5610034577142016 ,              0,            4190,            1,     22.36090340252673
 18, 61856 ,          571,       67771,        24,                2, 0.12088415990323535,              2,           30261,            1,     12.656158070239968
 67, 78378 ,          537,       50984,        60,                1, 0.4377403969080308 ,              0,             522,            1,     24.45864122548997
 18, 79180 ,          602,       16049,        12,                0, 0.2902454225965206 ,              0,            1922,            1,     16.420847485088565
 43, 76808 ,          820,       77321,        12,                0, 0.4313373377670139 ,              2,           35385,            1,     20.185010080321582
 62, 67408 ,          620,       69813,        36,                1, 0.11279286031684989,              0,             406,            1,     20.910918279594018
 37, 91708 ,          358,        9655,        12,                7, 0.13612852814949455,              4,            5916,            1,     13.78201617747817
 69, 58756 ,          657,       88994,        24,                0, 0.11118308019036764,              4,           25053,            1,     22.6971832078724
 40, 56510 ,          550,       95638,        60,               29, 0.5333923090329798 ,              4,           28766,            1,     19.437468463002777
 27, 94878 ,          735,       77454,        36,                3, 0.49206504237264603,              1,           38786,            1,     16.263072027981867
 28, -4519 ,          445,       73972,        24,                3, 0.26321059897562316,              3,            6564,            0,     11.032520183985895
 58, 45722 ,          651,       26432,        12,                2, 0.5526501902328149 ,              0,             904,            1,     20.126044917600968
 58, 75049 ,          544,       95409,        48,                5, 0.7189450798264826 ,              3,           14814,            1,     22.215116210022472
 22, 69605 ,          600,       70896,        24,                3, 0.29412547071827955,              4,           12343,            1,     24.900027096549692
 18, 101313,          737,       75135,        48,                1, 0.6823956655152913 ,              2,            8665,            1,     13.693593312564841
 34, 52149 ,          399,       47936,        48,                1, 0.5637563952015271 ,              4,           21913,            1,     21.744754289354983
 39, 41383 ,          779,       18750,        36,               12, 0.12367431022108821,              0,           24255,            1,     21.849723118536883
 51, 43358 ,          714,       32987,        60,                1, 0.3626049270806042 ,              3,           11496,            1,     23.370965632956313
 62, 56361 ,          464,       31165,        12,                2, 0.4554300511013121 ,              3,            1188,            1,     17.30485088256145
 58, 82432 ,          601,       55541,        12,                2, 0.612189432968305  ,              1,            1004,            1,     23.305467084048264
 46, 82682 ,          420,       29346,        24,                0, 0.3009913907773919 ,              2,            5253,            1,     20.3184820905213
 21, 48879 ,          387,        8514,        12,                1, 0.7879110734005527 ,              4,            3463,            1,     12.894038240210666
 22, 55060 ,          516,       29838,        36,                1, 0.5791778183535601 ,              2,            1426,            1,     12.40971775394468
 28, 37767 ,          478,       32559,        12,                5, 0.36096957401505236,              0,            9446,            1,     18.25931037950017
 68, 39855 ,          462,       64207,        24,                2, 0.1679175273539784 ,              1,           11505,            1,     22.21581693644132
 38, 70925 ,          469,       21385,        12,                7, 0.22695743218956696,              4,           11972,            1,     16.99500983314936
 52, 82044 ,          600,       23317,        60,                6, 0.44132543203860963,              0,            1927,            1,     23.073817975305474
 29, 36054 ,          673,        5393,        48,                1, 0.4462867484708567 ,              2,            3650,            1,     18.39758621345475
 43, 54859 ,          502,       29881,        48,                4, 0.6374031353749474 ,              1,            2219,            1,     12.341750155234786
 68, 45138 ,          346,       32955,        48,                6, 0.6083236379005768 ,              4,            9196,            1,     24.65764578074005
 36, 67277 ,          762,       63308,        60,                5, 0.24089112696247214,              2,            8372,            1,     18.36495293983444
 62, 42229 ,          707,       63014,        36,                4, 0.5164696343907855 ,              4,            6997,            1,     20.451767701023904
 24, 11470 ,          493,       70430,        24,                6, 0.11443526052002184,              1,            3510,            1,     14.59075980319724
 64, 70073 ,          726,       77031,        60,                0, 0.3789831795690334 ,              1,            2705,            1,     15.865298650234752
 24, 43930 ,          616,       91973,        24,                6, 0.634873668400124  ,              2,           22109,            1,     18.29569845909831
 43, 46011 ,          778,       64596,        36,                1, 0.37965601530101656,              4,             500,            1,     23.130459636986167
 57, 58711 ,          720,        6713,        60,                4, 0.684917367860997  ,              3,           10682,            1,     13.325404924911545
 22, 57056 ,          568,       25428,        12,                1, 0.7833087030876972 ,              0,             197,            1,     22.144416023306725
 38, 59122 ,          780,       67160,        36,                9, 0.525048821889556  ,              1,            2154,            1,     19.531560221063316
 31, 17405 ,          562,       71171,        48,                3, 0.20150285343922963,              4,            3417,            1,     18.49564856426724
 21, 61126 ,          725,       85729,        60,                5, 0.36577404553378756,              2,           21758,            1,     23.395642817056043
 40, 11818 ,          465,       65843,        36,                7, 0.10663834854786262,              2,            1481,            1,     13.535561730718285
 59, 65391 ,          727,       28003,        36,               11, 0.5219081466885269 ,              1,           27775,            1,     24.879803870774527
 37, 72367 ,          696,       85169,        60,                6, 0.6750979506816588 ,              1,           16898,            1,     23.110234753555208
 32, 22629 ,          515,       99764,        48,                0, 0.54095805524613   ,              3,           11364,            1,     16.23458009170292
 67, 56568 ,          406,       47077,        48,                9, 0.650260360428415  ,              2,            5305,            1,     17.870493896590702
 69, 71143 ,          397,       31730,        36,                4, 0.6599327490931207 ,              4,           23565,            1,     12.32504302626012
 62, 41019 ,          781,       77981,        24,                4, 0.6957088033522246 ,              0,            7506,            1,     18.858864958823435
 46, 63472 ,          798,       84817,        36,               12, 0.28666464809828796,              0,            4639,            1,     19.12035442718085
 25, -5708 ,          529,       77138,        60,                1, 0.7098879659742954 ,              3,            8809,            0,     11.017650145619637
 58, 71963 ,          556,       70573,        60,                1, 0.5578657989244437 ,              4,            2643,            1,     17.043033779855634
 65, 50599 ,          342,       33869,        60,                3, 0.3028078896161409 ,              0,            3186,            1,     19.418033396474655
 36, 44843 ,          541,       36076,        48,                6, 0.7911063004973828 ,              0,           25171,            1,     21.628025478045934
 65, 69680 ,          394,       97166,        12,                2, 0.7651276756121683 ,              4,           15795,            1,     19.910713695577307
 56, 84585 ,          487,       91005,        60,                5, 0.5021086882444796 ,              4,            7205,            1,     14.030260418888458
 63, 59714 ,          684,       30094,        60,                3, 0.6902458648796945 ,              1,            5388,            1,     14.233598379034838
 45, 82174 ,          699,       31817,        24,                4, 0.2830461421039102 ,              0,           16480,            1,     13.798413523489796
 63, 18934 ,          805,       15555,        24,                8, 0.39122589762762305,              0,            8454,            1,     14.830476500154205
 44, 63318 ,          466,       75656,        36,                0, 0.2287802325206836 ,              3,            5362,            1,     16.26828705503361
 21, 47359 ,          424,       85214,        36,                5, 0.46407184984047367,              1,            7245,            1,     21.6156761886387
 32, 34235 ,          386,       55193,        36,                7, 0.4472010010501658 ,              1,            2648,            1,     12.792035530987308
 52, 11426 ,          788,        9715,        60,                2, 0.24896925817309648,              0,            2256,            1,     22.66578448026064
 54, 62235 ,          525,       39162,        24,                1, 0.5709611856012683 ,              2,           45181,            1,     15.412011333250973
 18, 67505 ,          644,       43458,        36,                0, 0.1824532068677888 ,              2,           34930,            1,     19.974507996440707
 20, 76840 ,          817,        8140,        24,                7, 0.14318401574879785,              4,            5461,            1,     19.185988618471043
 64, 73529 ,          330,       79174,        60,                1, 0.36943347806367033,              1,            7241,            1,     14.002289074010216
 41, 34565 ,          595,       22383,        60,                2, 0.38687734444929345,              0,           17555,            1,     15.734863189505065
 44, 75814 ,          713,       22718,        36,                2, 0.3238184245685404 ,              0,           12940,            1,     15.846972080529369
 57, 77926 ,          434,       81160,        60,                3, 0.28056264630477534,              0,            1048,            1,     20.109794515882946
 53, 44800 ,          824,       62399,        60,                6, 0.3371434415066713 ,              3,            4693,            1,     22.250506444053457
 51, 50568 ,          303,       92008,        24,                7, 0.2143629017664721 ,              2,            2878,            1,     24.951751940261335
 46, 31316 ,          477,       26863,        12,                2, 0.3824167283930142 ,              3,           49103,            1,     13.246664040434545
 41, 79617 ,          558,       76626,        48,                5, 0.7332223614622106 ,              0,           13811,            1,     24.202668278586884
 41, 19764 ,          364,       16377,        36,                6, 0.2570988168461868 ,              0,             489,            1,     19.2998391918005
 59, 60699 ,          662,       88031,        12,                1, 0.5791157730452453 ,              1,           23029,            1,     16.63798157738925
 21, 38063 ,          316,       65523,        36,                0, 0.19924915727848758,              1,           26305,            1,     15.699472096267968
 20, 27842 ,          499,       19870,        12,               11, 0.34773463680716155,              2,            4053,            1,     14.717526608870939
 51, 12505 ,          843,       62487,        60,                5, 0.3248223463816794 ,              4,           10271,            1,     19.241970321597172
 66, 45691 ,          511,       24300,        36,                5, 0.7559205760858295 ,              0,           11458,            1,     24.298220139650105
 40, 24708 ,          734,       60951,        12,                0, 0.39958743906126626,              1,           13076,            1,     14.36802675489426
 69, 51128 ,          572,       72639,        48,                8, 0.5833261606469688 ,              2,           11825,            1,     17.67017163560021
 40, 85386 ,          589,       95731,        60,                4, 0.5217239662799306 ,              3,            8203,            1,     14.65002569583755
 62, 53990 ,          782,       77126,        36,                9, 0.198721052699333  ,              0,           30757,            1,     14.28319491081533
 22, 89945 ,          533,       47980,        36,               18, 0.7576783157214328 ,              4,            7182,            1,     23.267644125566196
 48, 30354 ,          707,       37050,        12,               15, 0.3421085042990343 ,              2,            1175,            1,     15.40551307385453
 58, 24381 ,          445,        7921,        36,                9, 0.13133084904855483,              4,             838,            1,     15.223633851608298
 23, 29459 ,          729,       75270,        60,                0, 0.31031059479093137,              0,             185,            1,     23.827299777083837
 54, 48697 ,          731,       90293,        24,               10, 0.3349436081176283 ,              2,            5584,            1,     17.01852370377859
 27, 104458,          844,       35328,        12,                0, 0.16492172916510905,              1,            3191,            1,     12.113316798931278
 57, 16757 ,          796,       65820,        48,                9, 0.53398418446596   ,              4,           22558,            1,     21.37541346888603
 24, 62393 ,          388,       28138,        36,                1, 0.3427349438790818 ,              3,           20185,            1,     18.721156076920337
 56, 36000 ,          710,       86573,        60,                4, 0.5403942244316796 ,              3,           18191,            1,     22.063708141862946
 55, 45523 ,          540,       17094,        36,                0, 0.10471839451234702,              4,           20194,            1,     19.41382933615845
 38, 24839 ,          522,       70264,        48,                7, 0.7874338792935268 ,              0,            3532,            1,     16.56647366394715
 37, 67582 ,          767,       14028,        60,                0, 0.21936145098127713,              0,            5553,            1,     12.86533576716672
 20, 49121 ,          621,       20432,        48,                2, 0.5615316906934555 ,              0,            3735,            1,     23.25717609999532
 68, 71749 ,          674,       48819,        60,                8, 0.6010490122956609 ,              3,             900,            1,     14.692100508678093
 39, 53504 ,          411,       93627,        24,                5, 0.22012584482323327,              3,           25776,            1,     24.62752380857774
 64, 11367 ,          826,       86122,        60,                0, 0.17819859747169303,              1,            9569,            1,     15.195858314756851
 21, 71930 ,          711,       10312,        48,                2, 0.20680403429136607,              0,            1422,            1,     22.751462814694996
 45, 9739  ,          568,       30973,        12,                0, 0.2727727790914612 ,              3,            2307,            1,     22.25372667563194
 29, 12601 ,          551,       60305,        24,                5, 0.2177624825950362 ,              3,            5992,            1,     18.015712736194534
 55, 31655 ,          673,       33973,        36,               17, 0.5717995988692571 ,              0,             532,            1,     17.22215024784863
 68, 31922 ,          749,       49390,        24,                5, 0.39458324260824706,              0,            3174,            1,     21.142376036472662
 53, 77920 ,          836,       21099,        24,                1, 0.47645411616075417,              3,           12155,            1,     18.871182650884535
 64, 46576 ,          667,       54956,        36,                2, 0.1331357521664108 ,              4,           25308,            1,     20.215456038357747
 58, 74947 ,          554,       19063,        60,               18, 0.7028742741705063 ,              3,           26412,            1,     18.112800967812333
 22, 38641 ,          762,       99306,        24,                1, 0.21940008724433457,              1,            7340,            1,     19.243010147993257
 30, 56352 ,          567,       97752,        24,                4, 0.35210663201856174,              2,            3741,            1,     14.458950524615734
 40, 59480 ,          425,       98196,        12,                2, 0.1503311478794369 ,              0,           25350,            1,     12.720152623138704
 67, 63921 ,          692,       86919,        12,                7, 0.19575519425383076,              1,           15447,            1,     16.627008317899424
 47, 40701 ,          633,       14605,        48,               10, 0.5660595869829631 ,              4,            8845,            1,     18.0562053467775
 54, 42442 ,          667,       82904,        36,                2, 0.5848109015789823 ,              2,           17991,            1,     23.778384885285135
 42, 44037 ,          755,       77964,        60,                5, 0.5738758392377465 ,              3,            6140,            1,     17.381213681381972
 65, 16951 ,          366,       56205,        60,                3, 0.48649575149221547,              0,            1190,            1,     17.640943795198215
 44, 48321 ,          365,       20817,        48,                1, 0.7667651648083347 ,              3,           27844,            1,     20.77280832228862
 68, 42326 ,          699,        7420,        60,                1, 0.4550240125380035 ,              1,            7635,            1,     14.68822048454891
 31, 61601 ,          586,       89448,        60,                3, 0.41458842050751266,              0,           11883,            1,     23.331314909555772
 65, 51826 ,          485,       74853,        12,                0, 0.2732818960020005 ,              3,            4980,            1,     17.559332745658303
 64, 76727 ,          583,       94897,        60,                8, 0.16919467048662884,              0,            1458,            1,     24.10023087733274
 53, 51401 ,          815,       32728,        60,                0, 0.4837084509763252 ,              1,            3172,            1,     15.526489049605864
 56, 38755 ,          536,       62858,        48,                0, 0.3204231306849797 ,              3,             446,            1,     18.052701052731713
 33, 51153 ,          317,       54089,        48,                2, 0.46681776823336063,              2,             916,            1,     22.11609542443155
 39, 64483 ,          713,       89257,        24,                0, 0.24428335478233582,              4,            2293,            1,     19.227048355683188
 38, 14535 ,          308,       33964,        60,                3, 0.686720870545538  ,              3,            8232,            1,     20.59619143683448
 38, 35695 ,          719,       81992,        60,                2, 0.7997880467613484 ,              0,           49455,            1,     15.649051941040852
 25, 36116 ,          328,       47240,        60,                6, 0.32568245708445465,              3,           18561,            1,     16.269969499379698
 66, 58219 ,          647,       88449,        12,               15, 0.6896293250822308 ,              0,             897,            1,     18.598975354858116
 33, 60545 ,          749,       17675,        60,                7, 0.7110902954746853 ,              1,           18473,            1,     14.632237964064123
 48, 52024 ,          679,       97525,        12,                0, 0.7972516521299557 ,              4,            7685,            1,     13.641980227863613
 59, 427   ,          665,       65049,        24,               13, 0.3399040908445856 ,              0,           10797,            1,     22.96943119016555
 27, 16961 ,          526,       86664,        36,                2, 0.629228975599874  ,              3,            1389,            1,     22.07310650755379
 49, 45221 ,          417,       53436,        60,                3, 0.2601663025493898 ,              1,            5032,            1,     24.11674032909567
 51, 39970 ,          711,       45213,        48,                2, 0.5373572009045003 ,              2,           21552,            1,     19.625173491881743
 26, 50107 ,          655,       33111,        48,                1, 0.5933897986309864 ,              3,            5540,            1,     17.463448731724775
 34, 40612 ,          553,        9284,        60,               11, 0.6187844847745675 ,              4,            1359,            1,     13.339273208230082
 28, 80632 ,          842,       96029,        12,                2, 0.24502051800912317,              1,            3726,            1,     23.05607705181129
 49, 4121  ,          743,       22585,        48,                4, 0.6941078993473364 ,              3,            2504,            1,     17.93136954563336
 27, 56052 ,          380,       70039,        48,                1, 0.39468030227477935,              0,           11612,            1,     19.29473979413349
 39, 66560 ,          345,       12131,        24,                7, 0.25145866241418857,              0,           24194,            1,     16.075803300103768
 34, 64030 ,          348,       48382,        24,                7, 0.4797717618603311 ,              0,           13223,            1,     18.81034821177866
 21, 65745 ,          748,       96733,        24,                1, 0.7043499907248595 ,              3,           18554,            1,     22.162780032339267
 65, 68622 ,          706,       38527,        48,                5, 0.7769615368446797 ,              4,           16389,            1,     21.25937676445117
 69, 37920 ,          582,       92493,        48,                6, 0.6237454752095121 ,              0,             147,            1,     24.855994346951366
 64, 27970 ,          772,       35936,        60,                4, 0.1039360203899537 ,              3,            1328,            1,     18.443436599146956
 42, 9306  ,          715,       92081,        60,                4, 0.19429053232616933,              3,            5505,            1,     18.886096531079954
 38, 42747 ,          420,       58441,        12,                4, 0.15339179050720603,              4,            1188,            1,     12.685438275391238
 54, 34449 ,          302,       59598,        48,                0, 0.17084962009571933,              1,           13277,            1,     17.061976476074204
 55, 73232 ,          615,       84220,        60,                5, 0.36812446921384256,              1,             727,            1,     23.98735619951624
 66, 44248 ,          759,       25642,        60,                3, 0.33694532038003944,              3,            5382,            1,     16.556190662435846
 18, 29391 ,          526,       74907,        24,                2, 0.17957948688781705,              1,            4980,            1,     21.95945384395887
 42, 26229 ,          378,       17651,        24,                9, 0.7175647461299743 ,              2,            7840,            1,     24.708792384855073
 68, 89776 ,          843,        6665,        24,                0, 0.5307993034326522 ,              4,            9925,            1,     13.64903198595023
 53, 49558 ,          370,       11918,        36,                1, 0.6575243162695142 ,              3,           29366,            1,     16.341909747736263
 34, 34369 ,          496,       28007,        60,                0, 0.36008457219880163,              1,            3163,            1,     18.16686449990874
 58, 52480 ,          357,       80730,        24,                0, 0.38716521140129756,              1,           10965,            1,     15.085874872058602
 41, 87937 ,          723,       30035,        24,                1, 0.3223348473757096 ,              4,             357,            1,     12.161672766149472
